Date,Close_Price
6/4/14,636.78
6/5/14,656.06
6/6/14,645.56
6/7/14,652.71
6/8/14,653.64
6/9/14,645.34
6/10/14,649.81
6/11/14,627.91
6/12/14,581.8
6/13/14,597.43
6/14/14,571.69
6/15/14,591.97
6/16/14,588.06
6/17/14,607.34
6/18/14,604.88
6/19/14,592.26
6/20/14,588.52
6/21/14,591.03
6/22/14,598.88
6/23/14,587.46
6/24/14,575.07
6/25/14,562.13
6/26/14,579.38
6/27/14,600.86
6/28/14,591.99
6/29/14,598.6
6/30/14,639.36
7/1/14,635.59
7/2/14,647.34
7/3/14,640.69
7/4/14,626.96
7/5/14,628.33
7/6/14,631.71
7/7/14,617.99
7/8/14,620.22
7/9/14,620.55
7/10/14,615.11
7/11/14,631.18
7/12/14,634.48
7/13/14,627.58
7/14/14,618.38
7/15/14,619.36
7/16/14,615.2
7/17/14,622.62
7/18/14,628.22
7/19/14,625.8
7/20/14,621.37
7/21/14,620.01
7/22/14,618.81
7/23/14,617.93
7/24/14,600.01
7/25/14,599.93
7/26/14,593.85
7/27/14,590.95
7/28/14,584.69
7/29/14,582.2
7/30/14,564.37
7/31/14,581.35
8/1/14,595.08
8/2/14,587.29
8/3/14,585.51
8/4/14,586.76
8/5/14,583.11
8/6/14,583.04
8/7/14,587.4
8/8/14,590.53
8/9/14,588.09
8/10/14,589.45
8/11/14,573.31
8/12/14,568.21
8/13/14,544.57
8/14/14,508.55
8/15/14,496.62
8/16/14,519.83
8/17/14,492.95
8/18/14,460.67
8/19/14,486.74
8/20/14,511.93
8/21/14,516.16
8/22/14,513.94
8/23/14,497.22
8/24/14,508.57
8/25/14,501.63
8/26/14,513.47
8/27/14,510.43
8/28/14,507.02
8/29/14,508.42
8/30/14,501.2
8/31/14,478.07
9/1/14,474.13
9/2/14,475.32
9/3/14,474.54
9/4/14,489.09
9/5/14,480.5
9/6/14,482.24
9/7/14,479.48
9/8/14,472.15
9/9/14,471.56
9/10/14,477.53
9/11/14,476.33
9/12/14,473.83
9/13/14,477.09
9/14/14,474.71
9/15/14,471.36
9/16/14,463.74
9/17/14,454.91
9/18/14,421.46
9/19/14,391.94
9/20/14,406.82
9/21/14,396.57
9/22/14,398.89
9/23/14,435.38
9/24/14,422.3
9/25/14,408.8
9/26/14,401.92
9/27/14,398.36
9/28/14,376.2
9/29/14,374.73
9/30/14,386.27
10/1/14,381.33
10/2/14,371.99
10/3/14,356.56
10/4/14,325.49
10/5/14,319.64
10/6/14,328.46
10/7/14,334.09
10/8/14,352.79
10/9/14,363.78
10/10/14,358.69
10/11/14,359.2
10/12/14,376.19
10/13/14,388.38
10/14/14,398.71
10/15/14,391.84
10/16/14,380.08
10/17/14,380.42
10/18/14,388.96
10/19/14,386.59
10/20/14,379.37
10/21/14,382.38
10/22/14,379.1
10/23/14,355.86
10/24/14,355.17
10/25/14,346.11
10/26/14,351.54
10/27/14,348.96
10/28/14,351.9
10/29/14,333.38
10/30/14,343.78
10/31/14,336.8
11/1/14,325.39
11/2/14,323.74
11/3/14,324.23
11/4/14,328.28
11/5/14,337.14
11/6/14,348.23
11/7/14,341.08
11/8/14,344.03
11/9/14,363.31
11/10/14,365.29
11/11/14,366.99
11/12/14,427.24
11/13/14,417.15
11/14/14,398.43
11/15/14,375.13
11/16/14,388.55
11/17/14,385.86
11/18/14,372.38
11/19/14,377.24
11/20/14,356.14
11/21/14,348.86
11/22/14,352.04
11/23/14,366.77
11/24/14,375.24
11/25/14,375.72
11/26/14,368.51
11/27/14,369.14
11/28/14,375.85
11/29/14,375.22
11/30/14,377.09
12/1/14,378.64
12/2/14,381.54
12/3/14,374.97
12/4/14,369.15
12/5/14,376.04
12/6/14,374.02
12/7/14,374.26
12/8/14,360.94
12/9/14,351.27
12/10/14,344.62
12/11/14,347.13
12/12/14,350.94
12/13/14,347.47
12/14/14,351.14
12/15/14,345.1
12/16/14,326.08
12/17/14,319.17
12/18/14,310.75
12/19/14,317.01
12/20/14,329.57
12/21/14,319.24
12/22/14,330.67
12/23/14,334.05
12/24/14,321.88
12/25/14,318.61
12/26/14,327.16
12/27/14,315.17
12/28/14,316.8
12/29/14,312.44
12/30/14,309.87
12/31/14,319.7
1/1/15,313.92
1/2/15,314.59
1/3/15,279.85
1/4/15,263.63
1/5/15,272.95
1/6/15,285.58
1/7/15,294.88
1/8/15,283.25
1/9/15,288.84
1/10/15,274.07
1/11/15,265.37
1/12/15,267.09
1/13/15,226.98
1/14/15,177.28
1/15/15,210.46
1/16/15,207.22
1/17/15,199.62
1/18/15,209.93
1/19/15,213.98
1/20/15,210.48
1/21/15,225.98
1/22/15,232.66
1/23/15,232.97
1/24/15,247.99
1/25/15,254.51
1/26/15,271.95
1/27/15,262.06
1/28/15,233.21
1/29/15,232.4
1/30/15,226.5
1/31/15,216.91
2/1/15,226.4
2/2/15,237.54
2/3/15,226.96
2/4/15,226.73
2/5/15,216.77
2/6/15,222.48
2/7/15,227.33
2/8/15,222.87
2/9/15,220.17
2/10/15,220.08
2/11/15,219.49
2/12/15,221.85
2/13/15,235.79
2/14/15,257.47
2/15/15,234.33
2/16/15,233.56
2/17/15,243.6
2/18/15,236.21
2/19/15,239.83
2/20/15,243.78
2/21/15,244.26
2/22/15,235.53
2/23/15,238.08
2/24/15,238.76
2/25/15,237.25
2/26/15,236.1
2/27/15,252.51
2/28/15,253.53
3/1/15,258.74
3/2/15,271.35
3/3/15,281.45
3/4/15,271.92
3/5/15,274.86
3/6/15,272.21
3/7/15,275.89
3/8/15,274.48
3/9/15,288.52
3/10/15,290.51
3/11/15,295.83
3/12/15,293.87
3/13/15,284.28
3/14/15,281.36
3/15/15,285.34
3/16/15,290.38
3/17/15,284.46
3/18/15,255.37
3/19/15,259.74
3/20/15,260.84
3/21/15,259.62
3/22/15,267.8
3/23/15,265.94
3/24/15,245.44
3/25/15,246.13
3/26/15,247.65
3/27/15,246.58
3/28/15,252.25
3/29/15,242.02
3/30/15,246.85
3/31/15,243.39
4/1/15,246.55
4/2/15,252.26
4/3/15,253.54
4/4/15,253.12
4/5/15,259.95
4/6/15,254.52
4/7/15,252.8
4/8/15,244.36
4/9/15,243.26
4/10/15,235.22
4/11/15,236.12
4/12/15,235.64
4/13/15,223.41
4/14/15,218.27
4/15/15,223.57
4/16/15,228.11
4/17/15,222.23
4/18/15,222.84
4/19/15,221.69
4/20/15,224.31
4/21/15,235.81
4/22/15,233.92
4/23/15,235.56
4/24/15,230.79
4/25/15,225.85
4/26/15,218.81
4/27/15,228.5
4/28/15,225.68
4/29/15,225.98
4/30/15,236.57
5/1/15,232.12
5/2/15,234.9
5/3/15,240.12
5/4/15,238.77
5/5/15,236.55
5/6/15,230.05
5/7/15,237.78
5/8/15,243.39
5/9/15,240.48
5/10/15,239.63
5/11/15,241.85
5/12/15,240.99
5/13/15,235.8
5/14/15,236.74
5/15/15,237.31
5/16/15,235.73
5/17/15,236.1
5/18/15,232.87
5/19/15,231.94
5/20/15,234.25
5/21/15,235.3
5/22/15,240.52
5/23/15,239.03
5/24/15,241.19
5/25/15,237.49
5/26/15,237.33
5/27/15,237.18
5/28/15,237.47
5/29/15,237.1
5/30/15,233.29
5/31/15,230
6/1/15,223.31
6/2/15,225.75
6/3/15,225.65
6/4/15,224.37
6/5/15,225.04
6/6/15,225.68
6/7/15,223.39
6/8/15,228.65
6/9/15,229.33
6/10/15,228.95
6/11/15,230.02
6/12/15,230.2
6/13/15,232.75
6/14/15,233.85
6/15/15,237.31
6/16/15,250.9
6/17/15,249.17
6/18/15,248.87
6/19/15,243.55
6/20/15,245.26
6/21/15,244.01
6/22/15,246.77
6/23/15,243.99
6/24/15,240.22
6/25/15,242.42
6/26/15,242.64
6/27/15,250.71
6/28/15,248.07
6/29/15,256.49
6/30/15,262.48
7/1/15,257.66
7/2/15,254.35
7/3/15,255.6
7/4/15,260.35
7/5/15,271.02
7/6/15,268.49
7/7/15,264.96
7/8/15,269.65
7/9/15,268.11
7/10/15,283.88
7/11/15,291.69
7/12/15,309.98
7/13/15,290.88
7/14/15,286.19
7/15/15,283.82
7/16/15,277.83
7/17/15,278.49
7/18/15,274.49
7/19/15,272.49
7/20/15,278.41
7/21/15,275.1
7/22/15,276.62
7/23/15,275.63
7/24/15,287.97
7/25/15,288.13
7/26/15,291.64
7/27/15,292.73
7/28/15,293.79
7/29/15,288.77
7/30/15,287.29
7/31/15,283.94
8/1/15,280.04
8/2/15,281.65
8/3/15,280.48
8/4/15,284.5
8/5/15,281.38
8/6/15,278.25
8/7/15,279.03
8/8/15,260.2
8/9/15,264.44
8/10/15,263.76
8/11/15,270.92
8/12/15,265.64
8/13/15,263.34
8/14/15,264.87
8/15/15,260.73
8/16/15,257.67
8/17/15,256.98
8/18/15,219
8/19/15,225.39
8/20/15,234.69
8/21/15,231.94
8/22/15,229.74
8/23/15,227.59
8/24/15,209.13
8/25/15,221.71
8/26/15,225.38
8/27/15,224.26
8/28/15,230.98
8/29/15,229.76
8/30/15,228.61
8/31/15,230.02
9/1/15,227.35
9/2/15,228.86
9/3/15,226.76
9/4/15,230.09
9/5/15,234.68
9/6/15,239.44
9/7/15,240.02
9/8/15,243.55
9/9/15,238.29
9/10/15,238.59
9/11/15,240.08
9/12/15,234.82
9/13/15,230.33
9/14/15,230.24
9/15/15,229.92
9/16/15,228.8
9/17/15,232.79
9/18/15,232.72
9/19/15,231.24
9/20/15,230.86
9/21/15,226.61
9/22/15,230.52
9/23/15,229.96
9/24/15,234.28
9/25/15,234.84
9/26/15,234.21
9/27/15,232.85
9/28/15,239.34
9/29/15,236.62
9/30/15,236.25
10/1/15,237.57
10/2/15,237.4
10/3/15,239.09
10/4/15,238.69
10/5/15,240.59
10/6/15,246.42
10/7/15,243.27
10/8/15,242.69
10/9/15,244.32
10/10/15,245.33
10/11/15,247.53
10/12/15,245.59
10/13/15,249.94
10/14/15,252.59
10/15/15,254.81
10/16/15,262.94
10/17/15,271.2
10/18/15,262.9
10/19/15,264.42
10/20/15,270.22
10/21/15,267.33
10/22/15,274.41
10/23/15,277.46
10/24/15,282.66
10/25/15,283.07
10/26/15,286.13
10/27/15,294.4
10/28/15,303.89
10/29/15,313.59
10/30/15,326
10/31/15,312.43
11/1/15,325.08
11/2/15,359.35
11/3/15,400.71
11/4/15,408.74
11/5/15,387.51
11/6/15,374.95
11/7/15,384.8
11/8/15,373.49
11/9/15,380.04
11/10/15,337.93
11/11/15,312.58
11/12/15,336.86
11/13/15,337.29
11/14/15,333.55
11/15/15,319.93
11/16/15,331.59
11/17/15,335.77
11/18/15,334.97
11/19/15,326.31
11/20/15,321.99
11/21/15,327.17
11/22/15,324.34
11/23/15,323.26
11/24/15,320.16
11/25/15,328.98
11/26/15,353.3
11/27/15,358.18
11/28/15,357.66
11/29/15,371.86
11/30/15,376.91
12/1/15,362.73
12/2/15,359.43
12/3/15,361.31
12/4/15,363.48
12/5/15,388.86
12/6/15,388.46
12/7/15,395.86
12/8/15,418.14
12/9/15,418.04
12/10/15,415.25
12/11/15,453.9
12/12/15,435.9
12/13/15,433.54
12/14/15,443.84
12/15/15,465.5
12/16/15,455.37
12/17/15,455.99
12/18/15,463.84
12/19/15,462.23
12/20/15,442.5
12/21/15,437.76
12/22/15,435.5
12/23/15,442.84
12/24/15,454.85
12/25/15,455.31
12/26/15,417.22
12/27/15,422.52
12/28/15,421.26
12/29/15,432.62
12/30/15,426.14
12/31/15,430.05
1/1/16,434.46
1/2/16,433.59
1/3/16,430.36
1/4/16,433.49
1/5/16,432.25
1/6/16,429.46
1/7/16,458.28
1/8/16,453.37
1/9/16,449.14
1/10/16,448.96
1/11/16,448.38
1/12/16,432.88
1/13/16,432.04
1/14/16,429.73
1/15/16,358.77
1/16/16,387.66
1/17/16,380.21
1/18/16,385.84
1/19/16,377.74
1/20/16,418.74
1/21/16,409.94
1/22/16,381.76
1/23/16,386.19
1/24/16,402.61
1/25/16,390.66
1/26/16,391.43
1/27/16,394.63
1/28/16,379.38
1/29/16,378.2
1/30/16,376.94
1/31/16,367.13
2/1/16,371.25
2/2/16,372.88
2/3/16,368.93
2/4/16,388.61
2/5/16,385.34
2/6/16,375.4
2/7/16,375.28
2/8/16,371.1
2/9/16,373.32
2/10/16,379.96
2/11/16,377.72
2/12/16,383.13
2/13/16,392.18
2/14/16,406.74
2/15/16,399.48
2/16/16,407.36
2/17/16,415.56
2/18/16,421.64
2/19/16,420.33
2/20/16,436.52
2/21/16,438.98
2/22/16,438.07
2/23/16,419.98
2/24/16,424.36
2/25/16,423.52
2/26/16,432.06
2/27/16,432.14
2/28/16,432.64
2/29/16,436.61
3/1/16,433.64
3/2/16,421.6
3/3/16,419.47
3/4/16,407.98
3/5/16,397.83
3/6/16,404.55
3/7/16,412.98
3/8/16,411.76
3/9/16,412.62
3/10/16,416.16
3/11/16,419.89
3/12/16,410.13
3/13/16,412.29
3/14/16,415.09
3/15/16,415.38
3/16/16,416.25
3/17/16,418.45
3/18/16,408.04
3/19/16,408.52
3/20/16,410.75
3/21/16,411.42
3/22/16,416.93
3/23/16,417.39
3/24/16,414.34
3/25/16,415.69
3/26/16,416.73
3/27/16,425.38
3/28/16,422.76
3/29/16,415.55
3/30/16,412.69
3/31/16,415.16
4/1/16,417.01
4/2/16,419.69
4/3/16,419.38
4/4/16,419.42
4/5/16,422.65
4/6/16,421.7
4/7/16,421.2
4/8/16,418.09
4/9/16,418.42
4/10/16,421.11
4/11/16,422.99
4/12/16,425.99
4/13/16,424.4
4/14/16,425.11
4/15/16,429.98
4/16/16,430.84
4/17/16,427.86
4/18/16,429.05
4/19/16,436.1
4/20/16,442.16
4/21/16,451.1
4/22/16,447.64
4/23/16,452.58
4/24/16,460.33
4/25/16,462.51
4/26/16,467.8
4/27/16,445.01
4/28/16,449.86
4/29/16,456.35
4/30/16,449.33
5/1/16,453.04
5/2/16,444.51
5/3/16,450.27
5/4/16,446.96
5/5/16,448.53
5/6/16,460.37
5/7/16,459.46
5/8/16,459.44
5/9/16,461.49
5/10/16,450.99
5/11/16,452.11
5/12/16,454.82
5/13/16,455.73
5/14/16,455.75
5/15/16,457.85
5/16/16,453.41
5/17/16,452.75
5/18/16,453.38
5/19/16,436.73
5/20/16,442.95
5/21/16,443.13
5/22/16,438.77
5/23/16,443.73
5/24/16,445.13
5/25/16,449.23
5/26/16,453.82
5/27/16,473.47
5/28/16,525.43
5/29/16,524.08
5/30/16,532.59
5/31/16,531.8
6/1/16,536.42
6/2/16,538.14
6/3/16,570.47
6/4/16,573.45
6/5/16,574.11
6/6/16,585.53
6/7/16,577.86
6/8/16,583.1
6/9/16,576.45
6/10/16,579.13
6/11/16,611.78
6/12/16,675.34
6/13/16,705.62
6/14/16,685.99
6/15/16,696.32
6/16/16,768.24
6/17/16,747.55
6/18/16,755.68
6/19/16,764.04
6/20/16,727.95
6/21/16,665.88
6/22/16,602.89
6/23/16,625.49
6/24/16,665.16
6/25/16,665.33
6/26/16,630.25
6/27/16,658.4
6/28/16,646.3
6/29/16,639.08
6/30/16,672.48
7/1/16,676.52
7/2/16,703.69
7/3/16,659.69
7/4/16,681.63
7/5/16,668.09
7/6/16,676.11
7/7/16,639.76
7/8/16,664.74
7/9/16,650.63
7/10/16,649.96
7/11/16,649.03
7/12/16,664.84
7/13/16,653.93
7/14/16,659.64
7/15/16,664.88
7/16/16,663.54
7/17/16,679.05
7/18/16,673.59
7/19/16,673.84
7/20/16,666.18
7/21/16,665.1
7/22/16,650.82
7/23/16,654.86
7/24/16,661.05
7/25/16,655.13
7/26/16,651.08
7/27/16,655.44
7/28/16,655.63
7/29/16,656.67
7/30/16,654.98
7/31/16,625.88
8/1/16,607.37
8/2/16,552.82
8/3/16,565.26
8/4/16,578.32
8/5/16,574.96
8/6/16,588.42
8/7/16,592.78
8/8/16,590.62
8/9/16,584.76
8/10/16,592.89
8/11/16,586.52
8/12/16,586.03
8/13/16,585.08
8/14/16,571.44
8/15/16,567.2
8/16/16,576.25
8/17/16,571.74
8/18/16,572.5
8/19/16,573.66
8/20/16,580.7
8/21/16,580.69
8/22/16,584.73
8/23/16,581.28
8/24/16,577.99
8/25/16,575.73
8/26/16,578.16
8/27/16,568.67
8/28/16,573.55
8/29/16,572.36
8/30/16,576
8/31/16,572.33
9/1/16,571.69
9/2/16,574.15
9/3/16,598.38
9/4/16,608.92
9/5/16,606.03
9/6/16,611.07
9/7/16,614.79
9/8/16,624.95
9/9/16,621.8
9/10/16,622.21
9/11/16,605.81
9/12/16,606.31
9/13/16,606.92
9/14/16,608.22
9/15/16,605.21
9/16/16,606.33
9/17/16,605.29
9/18/16,608.7
9/19/16,608.53
9/20/16,599.47
9/21/16,595.8
9/22/16,595.03
9/23/16,601.71
9/24/16,601.34
9/25/16,599.18
9/26/16,606.81
9/27/16,604.76
9/28/16,603.52
9/29/16,605.06
9/30/16,608.44
10/1/16,613.93
10/2/16,610.29
10/3/16,612.34
10/4/16,609.37
10/5/16,610.88
10/6/16,610.9
10/7/16,616.49
10/8/16,616.6
10/9/16,614.62
10/10/16,617.42
10/11/16,639.37
10/12/16,635.08
10/13/16,635.02
10/14/16,638.37
10/15/16,637.37
10/16/16,639.83
10/17/16,636.92
10/18/16,635.51
10/19/16,628.15
10/20/16,628.62
10/21/16,630.15
10/22/16,652.71
10/23/16,649.24
10/24/16,648.4
10/25/16,652.89
10/26/16,674.36
10/27/16,686.52
10/28/16,688.1
10/29/16,712.87
10/30/16,696.35
10/31/16,697.37
11/1/16,729.27
11/2/16,742.46
11/3/16,687.51
11/4/16,702.54
11/5/16,704.16
11/6/16,712.24
11/7/16,704.02
11/8/16,709.15
11/9/16,721.19
11/10/16,713.67
11/11/16,716.56
11/12/16,703.55
11/13/16,702.5
11/14/16,706.39
11/15/16,711.96
11/16/16,742.07
11/17/16,735.41
11/18/16,749.68
11/19/16,750.63
11/20/16,728.61
11/21/16,736.72
11/22/16,748.22
11/23/16,741.6
11/24/16,736.4
11/25/16,738.28
11/26/16,732.82
11/27/16,728.42
11/28/16,731.75
11/29/16,731.76
11/30/16,742.01
12/1/16,753.25
12/2/16,771.41
12/3/16,764.97
12/4/16,766.46
12/5/16,750.71
12/6/16,758.81
12/7/16,763.9
12/8/16,766.75
12/9/16,770.41
12/10/16,773.21
12/11/16,768.62
12/12/16,777.91
12/13/16,775.25
12/14/16,776.64
12/15/16,775.48
12/16/16,780.85
12/17/16,788.58
12/18/16,788.59
12/19/16,790.16
12/20/16,798.78
12/21/16,833.1
12/22/16,858.74
12/23/16,916.79
12/24/16,894.2
12/25/16,894.48
12/26/16,902.55
12/27/16,931.11
12/28/16,978.01
12/29/16,969.62
12/30/16,960.47
12/31/16,968.23
1/1/17,997.69
1/2/17,1018.05
1/3/17,1030.82
1/4/17,1129.87
1/5/17,1005.81
1/6/17,895.67
1/7/17,905.17
1/8/17,913.52
1/9/17,899.35
1/10/17,904.79
1/11/17,775.98
1/12/17,802.83
1/13/17,826.12
1/14/17,818.64
1/15/17,822.42
1/16/17,830.26
1/17/17,904.45
1/18/17,884.25
1/19/17,898.02
1/20/17,891.62
1/21/17,920.01
1/22/17,925.33
1/23/17,912.69
1/24/17,885.65
1/25/17,894.11
1/26/17,915.1
1/27/17,918.56
1/28/17,920.28
1/29/17,914.04
1/30/17,920.24
1/31/17,967.67
2/1/17,987.35
2/2/17,1007.79
2/3/17,1018.11
2/4/17,1033.65
2/5/17,1013.99
2/6/17,1024.61
2/7/17,1052.54
2/8/17,1054.34
2/9/17,988.95
2/10/17,993.08
2/11/17,1010
2/12/17,999.51
2/13/17,996.86
2/14/17,1009.25
2/15/17,1009.12
2/16/17,1034.08
2/17/17,1053.12
2/18/17,1058.41
2/19/17,1052.82
2/20/17,1083.24
2/21/17,1123.66
2/22/17,1122.19
2/23/17,1178.38
2/24/17,1180.92
2/25/17,1151.58
2/26/17,1179.97
2/27/17,1194.28
2/28/17,1190.89
3/1/17,1230.02
3/2/17,1260.92
3/3/17,1290.79
3/4/17,1267.68
3/5/17,1277.68
3/6/17,1280.87
3/7/17,1232.43
3/8/17,1150.48
3/9/17,1191.81
3/10/17,1117.02
3/11/17,1181.64
3/12/17,1229.5
3/13/17,1243.24
3/14/17,1246.31
3/15/17,1259.6
3/16/17,1172.91
3/17/17,1070.13
3/18/17,970.6
3/19/17,1017.8
3/20/17,1041.34
3/21/17,1115.04
3/22/17,1037.44
3/23/17,1029.95
3/24/17,935.95
3/25/17,964.69
3/26/17,965.23
3/27/17,1040.49
3/28/17,1044.25
3/29/17,1040.39
3/30/17,1037.53
3/31/17,1079.75
4/1/17,1089.51
4/2/17,1098.78
4/3/17,1147.63
4/4/17,1143.75
4/5/17,1135
4/6/17,1190.6
4/7/17,1193.02
4/8/17,1184.82
4/9/17,1210.05
4/10/17,1213.34
4/11/17,1224.77
4/12/17,1216.5
4/13/17,1178.53
4/14/17,1183.44
4/15/17,1180.7
4/16/17,1184.79
4/17/17,1203.73
4/18/17,1217.6
4/19/17,1226.94
4/20/17,1255.4
4/21/17,1257.13
4/22/17,1244.37
4/23/17,1248.22
4/24/17,1248.32
4/25/17,1263.54
4/26/17,1284.84
4/27/17,1329.19
4/28/17,1320.05
4/29/17,1327.04
4/30/17,1347.96
5/1/17,1402.08
5/2/17,1443.68
5/3/17,1492
5/4/17,1515.63
5/5/17,1512.21
5/6/17,1548.29
5/7/17,1555.47
5/8/17,1639.32
5/9/17,1706.93
5/10/17,1756.8
5/11/17,1807.37
5/12/17,1676.99
5/13/17,1759.96
5/14/17,1772.42
5/15/17,1697.38
5/16/17,1718.2
5/17/17,1802.16
5/18/17,1887.33
5/19/17,1968.1
5/20/17,2051.73
5/21/17,2055.62
5/22/17,2139.03
5/23/17,2291.48
5/24/17,2476.3
5/25/17,2357.5
5/26/17,2247.48
5/27/17,2106.31
5/28/17,2207.58
5/29/17,2289.87
5/30/17,2197.23
5/31/17,2330.23
6/1/17,2452.18
6/2/17,2517.41
6/3/17,2555.65
6/4/17,2552.81
6/5/17,2736.59
6/6/17,2914.08
6/7/17,2694.22
6/8/17,2825.03
6/9/17,2826.7
6/10/17,2942.34
6/11/17,3018.54
6/12/17,2682.59
6/13/17,2738.93
6/14/17,2494.48
6/15/17,2456.92
6/16/17,2528.1
6/17/17,2664
6/18/17,2576.17
6/19/17,2641.66
6/20/17,2778.83
6/21/17,2712.16
6/22/17,2740.79
6/23/17,2738.22
6/24/17,2619.12
6/25/17,2594.45
6/26/17,2485.36
6/27/17,2593.17
6/28/17,2584.56
6/29/17,2561.56
6/30/17,2499.98
7/1/17,2460.2
7/2/17,2529.78
7/3/17,2581.07
7/4/17,2625.07
7/5/17,2629.27
7/6/17,2619.11
7/7/17,2521.24
7/8/17,2579.93
7/9/17,2525.67
7/10/17,2371.96
7/11/17,2332.19
7/12/17,2423.16
7/13/17,2364.52
7/14/17,2232.65
7/15/17,1993.26
7/16/17,1938.94
7/17/17,2244.26
7/18/17,2327.9
7/19/17,2294.4
7/20/17,2877.39
7/21/17,2694.29
7/22/17,2838.81
7/23/17,2762.63
7/24/17,2779.04
7/25/17,2591.22
7/26/17,2550.18
7/27/17,2697.47
7/28/17,2805.18
7/29/17,2720.08
7/30/17,2746.33
7/31/17,2873.83
8/1/17,2735.59
8/2/17,2723.58
8/3/17,2814.36
8/4/17,2883.68
8/5/17,3301.76
8/6/17,3255
8/7/17,3431.97
8/8/17,3453.16
8/9/17,3377.54
8/10/17,3445.28
8/11/17,3679.61
8/12/17,3917.65
8/13/17,4111.2
8/14/17,4382.74
8/15/17,4204.43
8/16/17,4425.3
8/17/17,4316.34
8/18/17,4159.46
8/19/17,4206.13
8/20/17,4111.22
8/21/17,4054.94
8/22/17,4137.67
8/23/17,4191.22
8/24/17,4362.47
8/25/17,4408.32
8/26/17,4387.46
8/27/17,4394.51
8/28/17,4439.66
8/29/17,4648.13
8/30/17,4630.73
8/31/17,4764.87
9/1/17,4950.72
9/2/17,4643.97
9/3/17,4631.69
9/4/17,4319.72
9/5/17,4422.12
9/6/17,4626.72
9/7/17,4638.1
9/8/17,4317.54
9/9/17,4291.88
9/10/17,4191.17
9/11/17,4188.84
9/12/17,4148.27
9/13/17,3874.26
9/14/17,3226.41
9/15/17,3686.9
9/16/17,3678.74
9/17/17,3672.57
9/18/17,4067.08
9/19/17,3897
9/20/17,3858.09
9/21/17,3612.68
9/22/17,3603.31
9/23/17,3777.29
9/24/17,3662.12
9/25/17,3927.5
9/26/17,3895.51
9/27/17,4208.56
9/28/17,4185.29
9/29/17,4164.1
9/30/17,4353.05
10/1/17,4394.64
10/2/17,4404.1
10/3/17,4320.09
10/4/17,4225.92
10/5/17,4322.75
10/6/17,4370.24
10/7/17,4437.03
10/8/17,4596.96
10/9/17,4772.97
10/10/17,4754.7
10/11/17,4830.77
10/12/17,5439.13
10/13/17,5640.13
10/14/17,5809.69
10/15/17,5697.39
10/16/17,5754.22
10/17/17,5595.23
10/18/17,5572.2
10/19/17,5699.58
10/20/17,5984.09
10/21/17,6013.23
10/22/17,5984.96
10/23/17,5895.3
10/24/17,5518.85
10/25/17,5733.9
10/26/17,5888.14
10/27/17,5767.68
10/28/17,5732.82
10/29/17,6140.53
10/30/17,6121.8
10/31/17,6447.67
11/1/17,6750.17
11/2/17,7030
11/3/17,7161.45
11/4/17,7387
11/5/17,7382.45
11/6/17,6958.21
11/7/17,7118.8
11/8/17,7458.79
11/9/17,7146.78
11/10/17,6570.31
11/11/17,6337
11/12/17,5857.32
11/13/17,6517.68
11/14/17,6598.77
11/15/17,7279
11/16/17,7843.94
11/17/17,7689.91
11/18/17,7776.94
11/19/17,8033.94
11/20/17,8238.2
11/21/17,8095.59
11/22/17,8230.69
11/23/17,8002.64
11/24/17,8201.46
11/25/17,8763.78
11/26/17,9326.59
11/27/17,9739.05
11/28/17,9908.23
11/29/17,9816.35
11/30/17,9916.54
12/1/17,10859.56
12/2/17,10895.01
12/3/17,11180.89
12/4/17,11616.85
12/5/17,11696.06
12/6/17,13708.99
12/7/17,16858.02
12/8/17,16057.14
12/9/17,14913.4
12/10/17,15036.96
12/11/17,16699.68
12/12/17,17178.1
12/13/17,16407.2
12/14/17,16531.08
12/15/17,17601.94
12/16/17,19343.04
12/17/17,19086.64
12/18/17,18960.52
12/19/17,17608.35
12/20/17,16454.72
12/21/17,15561.05
12/22/17,13857.14
12/23/17,14548.71
12/24/17,13975.44
12/25/17,13917.03
12/26/17,15745.26
12/27/17,15378.28
12/28/17,14428.76
12/29/17,14427.87
12/30/17,12629.81
12/31/17,13860.14
1/1/18,13412.44
1/2/18,14740.76
1/3/18,15134.65
1/4/18,15155.23
1/5/18,16937.17
1/6/18,17135.84
1/7/18,16178.49
1/8/18,14970.36
1/9/18,14439.47
1/10/18,14890.72
1/11/18,13287.26
1/12/18,13812.71
1/13/18,14188.78
1/14/18,13619.03
1/15/18,13585.9
1/16/18,11348.02
1/17/18,11141.25
1/18/18,11250.65
1/19/18,11514.92
1/20/18,12759.64
1/21/18,11522.86
1/22/18,10772.15
1/23/18,10839.83
1/24/18,11399.52
1/25/18,11137.24
1/26/18,11090.06
1/27/18,11407.15
1/28/18,11694.47
1/29/18,11158.39
1/30/18,10035
1/31/18,10166.51
2/1/18,9052.58
2/2/18,8827.63
2/3/18,9224.39
2/4/18,8186.65
2/5/18,6914.26
2/6/18,7700.39
2/7/18,7581.8
2/8/18,8237.24
2/9/18,8689.84
2/10/18,8556.61
2/11/18,8070.8
2/12/18,8891.21
2/13/18,8516.24
2/14/18,9477.84
2/15/18,10016.49
2/16/18,10178.71
2/17/18,11092.15
2/18/18,10396.63
2/19/18,11159.72
2/20/18,11228.24
2/21/18,10456.17
2/22/18,9830.43
2/23/18,10149.46
2/24/18,9682.38
2/25/18,9586.46
